timestamp,tdc,tac,pdc,pac1,pac2,pac3,pac4,pac5,pac6,pac7,pac8,pac9,pac10,pac11,pac12,pac13,pac14,pac15,pac16,pac17,pac18,pac19,pac20,pac21,pac22,ele1,ele2,ele3,ele4,ele5,ele6,ele7,ele8,ele9,ele10,ele11,ele12,ele13,ele14,ele15,ele16,ele17,ele18,ele19
1581073886.477215254,7,62,45,14,17,13,14,12,20,25,15,15,20,19,18,21,24,20,21,24,37,36,30,38,35,52,17,12,26,15,27,13,8,1,7,7,5,8,10,13,17,8,14,16,
1581073886.487210853,8,63,45,38,39,46,40,43,49,50,59,63,68,67,71,75,80,76,91,94,95,101,101,103,106,56,16,13,29,18,28,12,7,2,8,2,4,7,8,11,17,7,14,16,
1581073886.497209591,8,66,49,103,104,106,111,117,125,133,146,147,164,172,184,197,213,226,230,238,246,251,256,261,280,59,18,13,29,18,29,12,7,2,6,0,3,5,8,11,15,8,13,17,
1581073886.507216178,7,66,56,282,289,291,308,304,316,321,329,326,337,336,340,339,353,358,359,325,435,597,646,675,691,64,17,14,31,18,29,12,6,2,5,6,3,6,8,12,15,6,14,17,
1581073886.517200258,7,66,67,721,768,805,830,831,837,871,916,935,920,900,905,924,961,984,977,963,963,985,1011,1013,1006,64,16,15,30,16,30,13,5,3,7,25,6,10,16,16,21,6,15,21,
1581073886.527255723,8,65,76,1012,1035,1061,1076,1083,1069,1069,1084,1115,1121,1112,1093,1101,1104,1099,1094,1080,1079,1072,1076,1057,1038,65,16,16,30,16,29,12,4,4,4,39,8,11,20,18,23,4,18,20,
1581073886.537173687,7,65,82,1016,1013,997,986,975,965,938,919,913,908,885,881,879,869,843,832,838,810,782,776,775,726,70,15,17,30,15,29,11,2,3,2,52,8,13,22,19,24,1,15,22,
1581073886.547200784,8,66,80,693,671,633,596,564,552,528,483,445,424,407,360,323,305,283,268,234,221,194,157,131,108,74,13,16,29,14,29,9,3,5,0,50,2,9,18,16,18,1,14,19,
1581073886.557220907,7,66,73,104,53,22,15,13,46,73,108,127,152,201,232,245,272,309,311,336,346,365,373,369,372,74,12,15,26,10,26,5,2,4,0,50,2,8,17,15,15,2,14,17,
1581073886.567232624,7,65,67,396,434,464,488,496,501,517,528,545,554,565,559,561,567,561,544,521,508,486,495,501,514,68,9,12,24,10,22,3,3,3,0,47,2,6,14,14,12,0,12,16,
